,0,1,2,3,4
1909,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/ihII2C6Htd #TreCru https://t.co/FdETtUzITt",N/A,N/A,Fri May 13 12:55:00 +0000 2016,731105465430466560
1910,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/G85wf49X0m #TreCru https://t.co/hRx5wgOmt9",N/A,N/A,Fri May 13 12:54:59 +0000 2016,731105460326125568
1911,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/TRVBYFWOli #TreCru https://t.co/FKKOVvv4SU",N/A,N/A,Fri May 13 12:54:58 +0000 2016,731105454663839745
1912,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/ICUPWjHgu2 #TreCru https://t.co/73vol72KwF",N/A,N/A,Fri May 13 12:54:53 +0000 2016,731105433339957248
1913,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/cNieDrtr8d #TreCru https://t.co/ctVpjTE4dh",N/A,N/A,Fri May 13 12:54:52 +0000 2016,731105432211611648
1914,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/zFvqmBLl1N #TreCru https://t.co/r845IAm1eH",N/A,N/A,Fri May 13 12:54:51 +0000 2016,731105427597885441
1915,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/lM5W3WHWuF #TreCru https://t.co/FYEDXSvSo3",N/A,N/A,Fri May 13 12:54:50 +0000 2016,731105422262841344
1916,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/MZLRbDhjXd #TreCru https://t.co/BoEiQ6NK8k",N/A,N/A,Fri May 13 12:54:50 +0000 2016,731105421537218561
1917,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/Z2vhdSp0hV #TreCru https://t.co/Gp3fpNLu7k",N/A,N/A,Fri May 13 12:54:50 +0000 2016,731105420870189056
1918,#MLB Sedona Red Recap: Home woes continue as #Diamondbacks fall to Giants https://t.co/9IRjSww0Fu https://t.co/uRLxPkfvjk,N/A,N/A,Fri May 13 12:54:49 +0000 2016,731105418609451008
1919,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/FwwroZfbR8 #TreCru https://t.co/Zf7c6frpy1",N/A,N/A,Fri May 13 12:54:49 +0000 2016,731105417577795584
1920,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/QsUpqhNrP5 #TreCru https://t.co/AoSLlx3WFs",N/A,N/A,Fri May 13 12:54:46 +0000 2016,731105404428681216
1921,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/Mp2D3XjDnW #TreCru https://t.co/gvm1BPZ3Bw",N/A,N/A,Fri May 13 12:54:46 +0000 2016,731105403451269121
1922,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/LcGkwivGrL #TreCru https://t.co/j6hjpuOvFq",N/A,N/A,Fri May 13 12:54:43 +0000 2016,731105394542714880
1923,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/4Eidp2rdX9 #TreCru https://t.co/yCBj4O93sH",N/A,N/A,Fri May 13 12:54:43 +0000 2016,731105394240716800
1924,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/bGHxF0QaqK #TreCru https://t.co/v2IM1a4AZW",N/A,N/A,Fri May 13 12:54:43 +0000 2016,731105392365850624
1925,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/N4ULFbz8lw #TreCru https://t.co/MoAJbFx0WN",N/A,N/A,Fri May 13 12:54:41 +0000 2016,731105384937758721
1926,RT @WankfordRovers: Our third kit for the 2016/17 season is a gem. Thanks to Sperm donor giants Paul Enis Withdrawals for sponsorship https,N/A,N/A,Fri May 13 12:54:41 +0000 2016,731105382496538624
1927,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/wZ89pAOjNt #TreCru https://t.co/71c4fBYKv5",N/A,N/A,Fri May 13 12:54:40 +0000 2016,731105379757740032
1928,"U19 | Le groupe pour Huddersfield
https://t.co/SeDFfoeFGT

U19 | The squad to face Giants 
https://t.co/C9Wr5XqGQc https://t.co/KfZPmFqmYF",N/A,N/A,Fri May 13 12:54:40 +0000 2016,731105378939883520
1929,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/fT3TZekIGq #TreCru https://t.co/z8v1GCoTZI",N/A,N/A,Fri May 13 12:54:39 +0000 2016,731105376435834880
1930,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/zWKqOyCi0z #TreCru https://t.co/BXqrtJqSqL",N/A,N/A,Fri May 13 12:54:39 +0000 2016,731105375374708736
1931,"@MarcSamet @JonHeyman he won in the post season,only a fool would disregard Kershaw's greatness or a met or giants fan.",N/A,N/A,Fri May 13 12:54:38 +0000 2016,731105369615781888
1932,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/idulgr6yAv #TreCru https://t.co/xVk5RmbjVI",N/A,N/A,Fri May 13 12:54:36 +0000 2016,731105363605356544
1933,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/jtqG7kAZi8 #TreCru https://t.co/TGNgMK4cCu",N/A,N/A,Fri May 13 12:54:36 +0000 2016,731105363592945664
1934,aaaaaaaa lose ! Giants 3-2 Swallows,N/A,N/A,Fri May 13 12:54:36 +0000 2016,731105362972024832
1935,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/qIKjPSm2gu #TreCru https://t.co/x5t2JHrXOc",N/A,N/A,Fri May 13 12:54:35 +0000 2016,731105360010842112
1936,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/MPYgVImaYY #TreCru https://t.co/IuwH0ZL4Bz",N/A,N/A,Fri May 13 12:54:32 +0000 2016,731105345192497152
1937,"RT @SFGiants: First pitch of the at-bat? Dont worry  Panik doesnt. 
https://t.co/RRc7R9eES7 #WeAreGiant https://t.co/2u0TNwZXYR",N/A,N/A,Fri May 13 12:54:31 +0000 2016,731105344169119745
1938,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/rV0ZITCIAh #TreCru https://t.co/XJ8a4A04fM",N/A,N/A,Fri May 13 12:54:30 +0000 2016,731105338464800768
1939,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/9FAlSfPbHM #TreCru https://t.co/mNtVJK1PeL",N/A,N/A,Fri May 13 12:54:29 +0000 2016,731105333104365568
1940,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/cCwabCsB2J #TreCru https://t.co/y0EOt1DsHO",N/A,N/A,Fri May 13 12:54:29 +0000 2016,731105332693499904
1941,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/fvUcVErYHy #TreCru https://t.co/IEyJQrG1eJ",N/A,N/A,Fri May 13 12:54:28 +0000 2016,731105328092352513
1942,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/be7k8DZ4n9 #TreCru https://t.co/nG69qjEn4v",N/A,N/A,Fri May 13 12:54:27 +0000 2016,731105325131005956
1943,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/BwL6PKhYrY #TreCru https://t.co/W2t6dMxJdv",N/A,N/A,Fri May 13 12:54:27 +0000 2016,731105324921421829
1944,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/N6MYYkT8gt #TreCru https://t.co/F6ZuyVTsza",N/A,N/A,Fri May 13 12:54:26 +0000 2016,731105322304192512
1945,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/bgzr1RUFyB #TreCru https://t.co/mEOo5ONSgV",N/A,N/A,Fri May 13 12:54:26 +0000 2016,731105319204589569
1946,#Tickets San Francisco Giants @ St. Louis #Cardinals https://t.co/cdgEpDLxJA #MLB TIX https://t.co/7ejQgKLHQY,N/A,N/A,Fri May 13 12:54:25 +0000 2016,731105316461412352
1947,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/UI6dcLu5Mi #TreCru https://t.co/gNIMgw8r97",N/A,N/A,Fri May 13 12:54:24 +0000 2016,731105310832791552
1948,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/RKNiR2JWoy #TreCru https://t.co/RPtKTo6vO7",N/A,N/A,Fri May 13 12:54:23 +0000 2016,731105309238919168
1949,"Which New York Giants games would you like to see on NFL YouTube channel? - Big Blue View https://t.co/r9vizY0Hgb NewYork, Giants, NYGiants",N/A,N/A,Fri May 13 12:54:23 +0000 2016,731105308374913024
1950,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/v2xWrGWzPN #TreCru https://t.co/Tw9cCs4kIu",N/A,N/A,Fri May 13 12:54:23 +0000 2016,731105307552681984
1951,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/SraGpfjT0R #TreCru https://t.co/UieELj2x5E",N/A,N/A,Fri May 13 12:54:21 +0000 2016,731105298111287297
1952,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/o7SUwGH8pC #TreCru https://t.co/chmih6H6C4",N/A,N/A,Fri May 13 12:54:20 +0000 2016,731105295859077120
1953,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/v4iUVFQhQb #TreCru https://t.co/1hSj8toTtK",N/A,N/A,Fri May 13 12:54:19 +0000 2016,731105293577248769
1954,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/r0AMa2RSwg #TreCru https://t.co/qwN4j4kH4w",N/A,N/A,Fri May 13 12:54:19 +0000 2016,731105290410557442
1955,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/up6GPUP7E0 #TreCru https://t.co/Mjyvmjjb1O",N/A,N/A,Fri May 13 12:54:18 +0000 2016,731105289689284609
1956,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/sI0p2kGJ9v #TreCru https://t.co/pJlA7nGjn3",N/A,N/A,Fri May 13 12:54:17 +0000 2016,731105284337369088
1957,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/csVBzSqc4g #TreCru https://t.co/67ByIScoGh",N/A,N/A,Fri May 13 12:54:16 +0000 2016,731105280881262592
1958,"@rsprasad @narendramodi there seems to be a monopoly of Telecom giants, no action against huge call drops, pls take a solid action.. thnk u",N/A,N/A,Fri May 13 12:54:15 +0000 2016,731105274384146432
1959,Barcelona star welcomes potential summer signing of 18-goal talented forward https://t.co/AxhOgffe1J https://t.co/snpH2YCFyQ,N/A,N/A,Fri May 13 12:54:13 +0000 2016,731105266188455937
1960,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/9ZgXaxcek7 #TreCru https://t.co/dwu7njA7rM",N/A,N/A,Fri May 13 12:54:12 +0000 2016,731105263743275008
1961,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/8cXIy2GMcG #TreCru https://t.co/naGAHZUqrt",N/A,N/A,Fri May 13 12:54:12 +0000 2016,731105263047036928
1962,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/ydBZZvLNIV #TreCru https://t.co/HDLiCKoFz2",N/A,N/A,Fri May 13 12:54:12 +0000 2016,731105261545365506
1963,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/xj7TT6roKS #TreCru https://t.co/VnXE7tirj1",N/A,N/A,Fri May 13 12:54:11 +0000 2016,731105256290041857
1964,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/RSwi76QX4p #TreCru https://t.co/K0fv5gEtEq",N/A,N/A,Fri May 13 12:54:10 +0000 2016,731105254280986625
1965,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/EDrREBIfY5 #TreCru https://t.co/kmPeCRyRXr",N/A,N/A,Fri May 13 12:54:10 +0000 2016,731105253429542913
1966,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/eHULo2DcEW #TreCru https://t.co/tIuxQkn3sZ",N/A,N/A,Fri May 13 12:54:08 +0000 2016,731105247708479490
1967,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/jYHWni6HzY #TreCru https://t.co/jNlh6d4TVz",N/A,N/A,Fri May 13 12:54:07 +0000 2016,731105241832128512
1968,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/qpJOzFFWRc #TreCru https://t.co/XEwrXIGVUQ",N/A,N/A,Fri May 13 12:54:07 +0000 2016,731105241106501633
1969,Giants offseason snapshot: Offense https://t.co/WkSr1c7ctj https://t.co/X6F5zxtJ5X,N/A,N/A,Fri May 13 12:54:06 +0000 2016,731105239332347904
1970,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/Mlgaz64StM #TreCru https://t.co/eyyoQGbSKA",N/A,N/A,Fri May 13 12:54:06 +0000 2016,731105236593606656
1971,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/VvkRIHLcvF #TreCru https://t.co/Y7Z1WbOeTA",N/A,N/A,Fri May 13 12:54:05 +0000 2016,731105234496409600
1972,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/2WikvMqlBa #TreCru https://t.co/kRC84SNUnp",N/A,N/A,Fri May 13 12:54:05 +0000 2016,731105231669497856
1973,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/fsz0XGpRgQ #TreCru https://t.co/CrcvzfoaTc",N/A,N/A,Fri May 13 12:54:04 +0000 2016,731105230381842433
1974,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/KP5grSNCQL #TreCru https://t.co/iD0qS2k7kB",N/A,N/A,Fri May 13 12:54:04 +0000 2016,731105229983391744
1975,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/kveG9wSLUU #TreCru https://t.co/69MwVpdt8b",N/A,N/A,Fri May 13 12:54:04 +0000 2016,731105228465016832
1976,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/LDLXhmLB62 #TreCru https://t.co/elampKbUVF",N/A,N/A,Fri May 13 12:54:04 +0000 2016,731105227777183745
1977,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/Ebm0F7sycU #TreCru https://t.co/lnb6jHB63U",N/A,N/A,Fri May 13 12:54:04 +0000 2016,731105226812428288
1978,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/jrDmk9EUGp #TreCru https://t.co/epQeRE7iny",N/A,N/A,Fri May 13 12:54:02 +0000 2016,731105221783523329
1979,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/1HnIhVgP3C #TreCru https://t.co/rbURiSzXyc",N/A,N/A,Fri May 13 12:54:02 +0000 2016,731105221351510017
1980,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/I0UeHefKqn #TreCru https://t.co/3nr7LxnzZ0",N/A,N/A,Fri May 13 12:54:02 +0000 2016,731105220500033537
1981,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/n0RZZ8ZVni #TreCru https://t.co/KIQ0JveZ1r",N/A,N/A,Fri May 13 12:54:02 +0000 2016,731105220172894209
1982,SCORE ALERT: #Baseball #Livescore @ScoresPro: (KOR-KBO) #Samsung Lions vs #Lotte Giants: 8-10,N/A,N/A,Fri May 13 12:54:01 +0000 2016,731105217077338113
1983,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/9Kt3M8wVxb #TreCru https://t.co/v2F8PxH6MP",N/A,N/A,Fri May 13 12:54:01 +0000 2016,731105215932403713
1984,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/qvHcRsktc1 #TreCru https://t.co/yMyFSDLQw3",N/A,N/A,Fri May 13 12:54:00 +0000 2016,731105211628937218
1985,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/rlXshyDG2q #TreCru https://t.co/c9ZRdDhyxG",N/A,N/A,Fri May 13 12:53:58 +0000 2016,731105205421539328
1986,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/H9G4dVuI65 #TreCru https://t.co/VodZChQvnD",N/A,N/A,Fri May 13 12:53:57 +0000 2016,731105198916153345
1987,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/vWKO0EpHgo #TreCru https://t.co/S7oEq8pi4f",N/A,N/A,Fri May 13 12:53:56 +0000 2016,731105195913019392
1988,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/dh6hNLufLe #TreCru https://t.co/NTCglMOH3K",N/A,N/A,Fri May 13 12:53:55 +0000 2016,731105193107001344
1989,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/FLYrrb7gEi #TreCru https://t.co/RW4PqqRX1A",N/A,N/A,Fri May 13 12:53:55 +0000 2016,731105192888963072
1990,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/VhTdFjDYW0 #TreCru https://t.co/EECJ0uwX2b",N/A,N/A,Fri May 13 12:53:53 +0000 2016,731105182436720640
1991,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/Z2824jAqAL #TreCru https://t.co/y1VNMlvfw8",N/A,N/A,Fri May 13 12:53:53 +0000 2016,731105182067638272
1992,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/6xNTAPed0j #TreCru https://t.co/iebGpyyG2L",N/A,N/A,Fri May 13 12:53:52 +0000 2016,731105178099814400
1993,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/zT32zohQTf #TreCru https://t.co/NIMol5nASm",N/A,N/A,Fri May 13 12:53:50 +0000 2016,731105171506352128
1994,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/RyjHOlTTfV #TreCru https://t.co/YjDeK5881L",N/A,N/A,Fri May 13 12:53:50 +0000 2016,731105170529103873
1995,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/qQO47lm7Ty #TreCru https://t.co/Mb9RSD2uTk",N/A,N/A,Fri May 13 12:53:49 +0000 2016,731105167748288513
1996,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/KkA85Rudap #TreCru https://t.co/RdeIrFpFxP",N/A,N/A,Fri May 13 12:53:49 +0000 2016,731105164195692544
1997,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/i5TsCIjo3D #TreCru https://t.co/BdFPNUugvR",N/A,N/A,Fri May 13 12:53:48 +0000 2016,731105159871401985
1998,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/lM5W3WHWuF #TreCru https://t.co/MISb9bHsKR",N/A,N/A,Fri May 13 12:53:47 +0000 2016,731105158285938688
1999,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/Gcin6wNETn #TreCru https://t.co/9Sz3O1sY7L",N/A,N/A,Fri May 13 12:53:47 +0000 2016,731105157476454401
2000,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/07RxtrngzW #TreCru https://t.co/kuyS8zTKKG",N/A,N/A,Fri May 13 12:53:45 +0000 2016,731105150375432192
2001,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/8Lttx2NJK8 #TreCru https://t.co/7KJw6HeK7z",N/A,N/A,Fri May 13 12:53:44 +0000 2016,731105143450558469
2002,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/9ke2niuAHd #TreCru https://t.co/Zc2UpguZq1",N/A,N/A,Fri May 13 12:53:43 +0000 2016,731105142167220224
2003,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/34hkbIczSa #TreCru https://t.co/9WPmXkqIf3",N/A,N/A,Fri May 13 12:53:43 +0000 2016,731105139218653185
2004,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/XvQ2jF8WvV #TreCru https://t.co/h9eC6RAYQr",N/A,N/A,Fri May 13 12:53:43 +0000 2016,731105138853564416
2005,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/LbkqTOAOGd #TreCru https://t.co/MGonEkYbnU",N/A,N/A,Fri May 13 12:53:41 +0000 2016,731105133908635648
2006,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/gmj2dYmyn7 #TreCru https://t.co/V5z0vAYBxJ",N/A,N/A,Fri May 13 12:53:41 +0000 2016,731105131068973056
2007,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/mCZT95SBYz #TreCru https://t.co/Mv8LDicxm6",N/A,N/A,Fri May 13 12:53:40 +0000 2016,731105126916730880
2008,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/teDaykYrUO #TreCru https://t.co/QE5tatl70S",N/A,N/A,Fri May 13 12:53:38 +0000 2016,731105120239386624
2009,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/KtX96j37gy #TreCru https://t.co/nr0GvczpiK",N/A,N/A,Fri May 13 12:53:37 +0000 2016,731105117076914176
2010,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/oAqZa5xnkK #TreCru https://t.co/iWzQCcgtVB",N/A,N/A,Fri May 13 12:53:36 +0000 2016,731105111443943425
2011,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/1i6WI8UZoJ #TreCru https://t.co/RnKw6DNa00",N/A,N/A,Fri May 13 12:53:36 +0000 2016,731105110034661376
2012,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/cMa41MK98c #TreCru https://t.co/84bvXH5w0T",N/A,N/A,Fri May 13 12:53:35 +0000 2016,731105108663148544
2013,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/PTFlciwz0j #TreCru https://t.co/ViGeDGbLg5",N/A,N/A,Fri May 13 12:53:35 +0000 2016,731105106310119424
2014,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/xkcon88BXy #TreCru https://t.co/eeFDzpUqaP",N/A,N/A,Fri May 13 12:53:35 +0000 2016,731105105844539393
2015,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/TEyCwgKE9N #TreCru https://t.co/6BPhReT5A3",N/A,N/A,Fri May 13 12:53:34 +0000 2016,731105104380628996
2016,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/XUdKX4f7bz #TreCru https://t.co/EMhl24FkM7",N/A,N/A,Fri May 13 12:53:33 +0000 2016,731105097208504320
2017,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/ZlrWxbfRFU #TreCru https://t.co/g40Ur1KU44",N/A,N/A,Fri May 13 12:53:33 +0000 2016,731105096877129728
2018,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/bGdLiD5VmP #TreCru https://t.co/ZX0X5I19rT",N/A,N/A,Fri May 13 12:53:32 +0000 2016,731105095497228288
2019,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/eqPslF9HqW #TreCru https://t.co/EETgrRnTlB",N/A,N/A,Fri May 13 12:53:32 +0000 2016,731105094343794688
2020,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/RdNJtaF0Pd #TreCru https://t.co/lIbZ2dkfdu",N/A,N/A,Fri May 13 12:53:32 +0000 2016,731105093551001602
2021,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/6KKsN45TfB #TreCru https://t.co/gFJWEE9zTL",N/A,N/A,Fri May 13 12:53:31 +0000 2016,731105089759383552
2022,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/ilS4W1nEaU #TreCru https://t.co/Ojd8Y1yR6b",N/A,N/A,Fri May 13 12:53:31 +0000 2016,731105088928911360
2023,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/xiMde4Sx54 #TreCru https://t.co/TwObFygxov",N/A,N/A,Fri May 13 12:53:30 +0000 2016,731105085057458178
2024,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/be7k8DZ4n9 #TreCru https://t.co/QChkWOAcfo",N/A,N/A,Fri May 13 12:53:28 +0000 2016,731105079009234945
2025,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/7qCwrRBhl4 #TreCru https://t.co/nu0xREc4UU",N/A,N/A,Fri May 13 12:53:28 +0000 2016,731105075918176256
2026,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/XTZC4VTVUc #TreCru https://t.co/N607v0Hig8",N/A,N/A,Fri May 13 12:53:27 +0000 2016,731105073552576512
2027,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/z58D2TZeTr #TreCru https://t.co/4bdKYKUnQq",N/A,N/A,Fri May 13 12:53:27 +0000 2016,731105073305157632
2028,"Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/Jo3qcJ3iAo #TreCru https://t.co/wwomilqSk8",N/A,N/A,Fri May 13 12:53:25 +0000 2016,731105065134624768
2029,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/8HU6BWCRk5 #TreCru https://t.co/4e90oBtxUJ",N/A,N/A,Fri May 13 12:53:24 +0000 2016,731105061082943493
2030,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/MuhjyAQjfZ #TreCru https://t.co/Dvps9fiefl",N/A,N/A,Fri May 13 12:53:23 +0000 2016,731105058297798656
2031,Why 1 NYG star has similar plans to Obama this weekend #NJcom https://t.co/vPMPZ8kksN https://t.co/z4m3SyrnpB,N/A,N/A,Fri May 13 12:53:23 +0000 2016,731105058193080320
2032,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/uRo0u9r3VQ #TreCru https://t.co/NiNamfgmV6",N/A,N/A,Fri May 13 12:53:23 +0000 2016,731105055659687936
2033,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/FgeUxIN0qZ #TreCru https://t.co/4QCJWzSsEW",N/A,N/A,Fri May 13 12:53:22 +0000 2016,731105054250442752
2034,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/t5w7aH1iVs #TreCru https://t.co/i0sKFYqmAJ",N/A,N/A,Fri May 13 12:53:22 +0000 2016,731105054078423040
2035,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/aKO7Hy5xPP #TreCru https://t.co/sVJNjMkgnn",N/A,N/A,Fri May 13 12:53:22 +0000 2016,731105053759680513
2036,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/VvkRIHLcvF #TreCru https://t.co/fpAUDOcskv",N/A,N/A,Fri May 13 12:53:22 +0000 2016,731105053231226881
2037,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/momgxzYmLa #TreCru https://t.co/7ot5GGb9IQ",N/A,N/A,Fri May 13 12:53:22 +0000 2016,731105051071135744
2038,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/S1kKYmNWet #TreCru https://t.co/iqjdjmFQqy",N/A,N/A,Fri May 13 12:53:21 +0000 2016,731105049972215812
2039,"Found a Transponder Snail!
Giants, sea monsters and other amazing encounters!
https://t.co/6samebi1AP #TreCru https://t.co/vX6MDuLnbC",N/A,N/A,Fri May 13 12:53:21 +0000 2016,731105049020137472
